"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cmserver",,,,"User:","zhiyedan"
"Cmdline:","dstat -tcmnr --top-cpu --top-mem --output /home/zhiyedan/data/monitor/cmserver-2017-12-02.csv 60",,,,"Date:","02 Dec 2017 12:26:58 CST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"most expensive","most expensive"
05-12 17:05:58,0.603,0.199,99.166,0.029,0.0,0.003,16913272832.0,457322496.0,18690482176.0,14499954688.0,12495.483,3654.633,0.0,4.667,java / 0%,java / 2699091968%
05-12 17:06:58,0.538,0.193,99.244,0.022,0.0,0.003,16912883712.0,457322496.0,18696294400.0,14494531584.0,12328.367,3018.850,0.0,3.450,java / 0%,java / 2698997760%
05-12 17:07:58,0.585,0.246,99.138,0.029,0.0,0.002,16915181568.0,457322496.0,18689245184.0,14499282944.0,12291.300,2609.050,0.0,3.933,java / 0%,java / 2698919936%
05-12 17:08:58,0.520,0.183,99.253,0.040,0.0,0.004,16932167680.0,457322496.0,18695143424.0,14476398592.0,12846.833,2946.0,0.0,3.867,java / 0%,java / 2699436032%
05-12 17:09:58,0.549,0.184,99.226,0.037,0.0,0.004,16927657984.0,457322496.0,18700558336.0,14475493376.0,12022.133,2550.067,0.0,4.817,java / 0%,java / 2699067392%
05-12 17:10:58,0.557,0.197,99.220,0.021,0.0,0.004,16925200384.0,457322496.0,18706939904.0,14471569408.0,12538.783,3225.867,0.0,4.167,java / 0%,java / 2699177984%
05-12 17:11:58,0.560,0.190,99.209,0.038,0.0,0.003,16920821760.0,457322496.0,18700267520.0,14482620416.0,12456.283,2594.500,0.0,4.317,java / 0%,java / 2699100160%
05-12 17:12:58,1.008,0.245,98.717,0.027,0.0,0.003,16914952192.0,457322496.0,18708566016.0,14480191488.0,12320.717,2853.817,0.0,3.683,java / 0%,java / 2699227136%
05-12 17:13:58,0.557,0.203,99.190,0.047,0.0,0.003,16913862656.0,457322496.0,18701189120.0,14488657920.0,12449.617,2881.317,0.0,5.617,java / 0%,java / 2699259904%
05-12 17:14:58,0.530,0.184,99.252,0.029,0.0,0.005,16912781312.0,457322496.0,18707353600.0,14483574784.0,11912.650,2556.850,0.0,5.367,java / 0%,java / 2699218944%
05-12 17:15:58,0.634,0.200,99.138,0.024,0.0,0.004,16912654336.0,457326592.0,18713341952.0,14477709312.0,12715.933,3252.500,0.0,3.450,java / 0%,java / 2699304960%
05-12 17:16:58,0.532,0.194,99.225,0.045,0.0,0.003,16913309696.0,457330688.0,18719248384.0,14471143424.0,11126.717,2261.633,0.0,4.267,java / 0%,java / 2699218944%
05-12 17:17:58,2.446,0.388,97.043,0.120,0.0,0.003,16917966848.0,457330688.0,18713939968.0,14471794688.0,12745.967,3143.483,0.0,12.900,java / 0%,java / 2699272192%
05-12 17:18:58,1.936,0.268,97.776,0.016,0.0,0.004,16912203776.0,457330688.0,18719842304.0,14471655424.0,13021.483,3987.700,0.0,3.633,java / 0%,java / 2699243520%
05-12 17:19:58,0.882,0.214,98.827,0.074,0.0,0.003,16914227200.0,457330688.0,18711560192.0,14477914112.0,13191.833,2837.067,0.0,11.133,java / 0%,java / 2699259904%
05-12 17:20:58,0.574,0.197,99.195,0.030,0.0,0.004,16912871424.0,457330688.0,18717945856.0,14472884224.0,12405.567,3232.250,0.0,5.033,java / 0%,java / 2699378688%
05-12 17:21:58,0.528,0.192,99.252,0.025,0.0,0.003,16912330752.0,457330688.0,18723454976.0,14467915776.0,12279.117,2601.900,0.0,3.733,java / 0%,java / 2699264000%
05-12 17:22:58,1.154,0.257,98.532,0.055,0.0,0.002,16912343040.0,457330688.0,18725773312.0,14465585152.0,12328.283,3062.250,0.0,6.883,java / 0%,java / 2699288576%
05-12 17:23:58,0.537,0.198,99.215,0.046,0.0,0.003,16911876096.0,457330688.0,18719268864.0,14472556544.0,12272.467,2539.417,0.0,5.517,java / 0%,java / 2699210752%
05-12 17:24:58,0.575,0.190,99.197,0.033,0.0,0.005,16913166336.0,457330688.0,18726117376.0,14464417792.0,13484.333,3165.550,0.0,5.500,java / 0%,java / 2699595776%
05-12 17:25:58,0.596,0.204,99.169,0.026,0.0,0.004,16913125376.0,457334784.0,18719105024.0,14471467008.0,12735.283,3175.167,0.0,4.033,java / 0%,java / 2699563008%
05-12 17:26:58,0.540,0.189,99.247,0.019,0.0,0.005,16912343040.0,457334784.0,18725130240.0,14466224128.0,12663.217,2911.750,0.0,3.933,java / 0%,java / 2699620352%
05-12 17:27:58,1.434,0.309,98.218,0.035,0.0,0.003,16915030016.0,457338880.0,18729717760.0,14458945536.0,12808.083,3215.417,0.0,4.100,java / 0%,java / 2699345920%
05-12 17:28:58,9.926,2.313,87.309,0.021,0.001,0.430,17061588992.0,457338880.0,18735751168.0,14306353152.0,991969.800,5957838.033,0.0,3.700,java / 0%,java / 2699264000%
05-12 17:29:58,0.571,0.194,99.202,0.031,0.0,0.003,16912945152.0,457338880.0,18729160704.0,14461587456.0,12621.233,2882.067,0.0,4.950,java / 0%,java / 2699309056%
05-12 17:30:58,0.546,0.196,99.225,0.031,0.0,0.003,16913547264.0,457338880.0,18735284224.0,14454861824.0,12420.367,2942.900,0.0,4.683,java / 0%,java / 2699276288%
05-12 17:31:58,0.579,0.207,99.158,0.051,0.0,0.004,16915910656.0,457338880.0,18728333312.0,14459449344.0,508238.417,15487.883,0.0,4.983,java / 0%,java / 2700345344%
05-12 17:32:58,14.469,3.596,81.157,0.012,0.001,0.765,21279612928.0,457338880.0,18743828480.0,10080251904.0,1740585.017,11054356.317,0.0,5.0,java / 17%,java / 4358942720%
05-12 17:33:58,2.251,0.783,96.788,0.039,0.0,0.138,16915591168.0,457338880.0,18749308928.0,14438793216.0,352214.417,3257202.350,0.0,6.950,java / 0%,java / 2699337728%
05-12 17:34:58,1.351,0.241,98.368,0.036,0.0,0.004,16915058688.0,457338880.0,18756141056.0,14432493568.0,12660.533,3170.950,0.0,5.417,java / 0%,java / 2699444224%
05-12 17:35:58,0.985,0.224,98.751,0.036,0.0,0.003,16913137664.0,457338880.0,18748674048.0,14441881600.0,12728.350,3248.900,0.0,4.317,java / 0%,java / 2699362304%
05-12 17:36:58,0.537,0.188,99.233,0.038,0.0,0.003,16912605184.0,457338880.0,18754977792.0,14436110336.0,12230.233,2762.367,0.0,4.250,java / 0%,java / 2699452416%
05-12 17:37:58,0.578,0.251,99.139,0.028,0.0,0.003,16911872000.0,457338880.0,18747744256.0,14444077056.0,11990.0,2516.033,0.0,4.300,java / 0%,java / 2699378688%
05-12 17:38:58,0.548,0.190,99.239,0.020,0.0,0.003,16910249984.0,457338880.0,18753773568.0,14439669760.0,12262.167,2765.100,0.0,3.233,java / 0%,java / 2699415552%
05-12 17:39:58,0.532,0.192,99.231,0.042,0.0,0.003,16911679488.0,457338880.0,18759024640.0,14432989184.0,11874.250,2491.467,0.0,5.067,java / 0%,java / 2699386880%
05-12 17:40:58,0.569,0.196,99.178,0.054,0.0,0.003,16911212544.0,457342976.0,18765164544.0,14427312128.0,12433.683,3188.183,0.0,4.450,java / 0%,java / 2699341824%
05-12 17:41:58,0.946,0.219,98.703,0.129,0.0,0.003,16912310272.0,457342976.0,18761248768.0,14430130176.0,12280.400,2759.300,0.0,12.983,java / 0%,java / 2699669504%
05-12 17:42:58,0.936,0.256,98.765,0.040,0.0,0.003,16913321984.0,457342976.0,18653708288.0,14536658944.0,12051.367,2503.367,0.0,4.733,java / 0%,java / 2699440128%
05-12 17:43:58,0.827,0.214,98.833,0.123,0.0,0.003,16912322560.0,457342976.0,18648637440.0,14542729216.0,11906.483,2761.650,0.0,11.550,java / 0%,java / 2699485184%
05-12 17:44:58,0.522,0.186,99.246,0.044,0.0,0.003,16912367616.0,457347072.0,18654662656.0,14536654848.0,12035.217,2512.417,0.0,5.967,java / 0%,java / 2699407360%
05-12 17:45:58,0.558,0.191,99.213,0.034,0.0,0.003,16911396864.0,457347072.0,18660003840.0,14532284416.0,12121.317,3158.933,0.0,4.133,java / 0%,java / 2699624448%
05-12 17:46:58,0.514,0.194,99.259,0.029,0.0,0.003,16911081472.0,457347072.0,18666168320.0,14526435328.0,12269.483,2498.950,0.0,3.650,java / 0%,java / 2699501568%
05-12 17:47:58,0.578,0.248,99.137,0.034,0.0,0.003,16911851520.0,457347072.0,18659549184.0,14532284416.0,10971.450,2780.383,0.0,4.350,java / 0%,java / 2699579392%
05-12 17:48:58,0.543,0.193,99.237,0.024,0.0,0.004,16911839232.0,457347072.0,18656083968.0,14535761920.0,12028.717,2772.483,0.0,3.833,java / 0%,java / 2699923456%
05-12 17:49:58,0.551,0.191,99.212,0.042,0.0,0.003,16915361792.0,457347072.0,18649034752.0,14539288576.0,11541.383,2472.917,0.0,5.983,java / 0%,java / 2699636736%
05-12 17:50:58,0.555,0.190,99.216,0.035,0.0,0.003,16916819968.0,457347072.0,18655293440.0,14531571712.0,12283.983,3164.683,0.0,4.433,java / 0%,java / 2699608064%
05-12 17:51:58,0.520,0.187,99.250,0.041,0.0,0.003,16918892544.0,457351168.0,18661076992.0,14523711488.0,11630.083,2506.567,0.0,4.0,java / 0%,java / 2699530240%
05-12 17:52:58,1.302,0.263,98.295,0.136,0.0,0.003,16918773760.0,457355264.0,18671005696.0,14513897472.0,11265.533,2630.917,0.0,13.550,java / 0%,java / 2699620352%
05-12 17:53:58,0.562,0.192,99.216,0.026,0.0,0.004,16917659648.0,457355264.0,18664636416.0,14521380864.0,11686.133,2511.333,0.0,5.0,java / 0%,java / 2699587584%
05-12 17:54:58,0.545,0.194,99.211,0.047,0.0,0.003,16918736896.0,457355264.0,18670682112.0,14514257920.0,11993.900,2799.033,0.0,5.383,java / 0%,java / 2699665408%
05-12 17:55:58,0.585,0.198,99.160,0.052,0.0,0.005,16920858624.0,457355264.0,18663903232.0,14518915072.0,12277.617,3113.200,0.0,4.767,java / 0%,java / 2700058624%
05-12 17:56:58,0.517,0.186,99.268,0.026,0.0,0.003,16920375296.0,457355264.0,18669539328.0,14513762304.0,11799.717,2465.733,0.0,3.217,java / 0%,java / 2699681792%
05-12 17:57:58,0.546,0.244,99.169,0.039,0.0,0.003,16919568384.0,457355264.0,18675314688.0,14508793856.0,12023.283,2798.817,0.0,3.383,java / 0%,java / 2699513856%
05-12 17:58:58,0.514,0.188,99.268,0.027,0.0,0.003,16918786048.0,457359360.0,18681352192.0,14503534592.0,11660.200,2480.750,0.0,3.750,java / 0%,java / 2699390976%
05-12 17:59:58,0.568,0.193,99.204,0.033,0.0,0.003,16919597056.0,457359360.0,18674835456.0,14509240320.0,12193.500,2759.017,0.0,5.633,java / 0%,java / 2699534336%
05-12 18:00:58,0.558,0.189,99.226,0.023,0.0,0.003,16920072192.0,457363456.0,18680852480.0,14502744064.0,12174.367,2951.567,0.0,4.250,java / 0%,java / 2699460608%
05-12 18:01:58,0.572,0.202,99.185,0.039,0.0,0.003,16920285184.0,457363456.0,18673999872.0,14509383680.0,12293.200,2729.033,0.0,4.267,java / 0%,java / 2699542528%
05-12 18:02:58,1.388,0.245,98.334,0.029,0.001,0.003,16920178688.0,457363456.0,18691174400.0,14492315648.0,11933.867,2769.300,0.0,4.667,java / 0%,java / 2699751424%
05-12 18:03:58,0.522,0.196,99.250,0.029,0.0,0.003,16918626304.0,457367552.0,18696818688.0,14488219648.0,11765.033,2478.517,0.0,4.467,java / 0%,java / 2699526144%
05-12 18:04:58,0.550,0.187,99.231,0.029,0.0,0.003,16918118400.0,457371648.0,18702856192.0,14482685952.0,12590.400,2771.0,0.0,5.267,java / 0%,java / 2699681792%
05-12 18:05:58,1.009,0.220,98.627,0.140,0.0,0.004,16920420352.0,457371648.0,18696953856.0,14486286336.0,12814.650,2900.317,0.0,14.900,java / 0%,java / 2699603968%
05-12 18:06:58,0.526,0.184,99.269,0.017,0.0,0.003,16918302720.0,457371648.0,18702852096.0,14482505728.0,12391.967,2769.250,0.0,3.617,java / 0%,java / 2699870208%
05-12 18:07:58,0.964,0.283,98.614,0.136,0.0,0.003,16920821760.0,457371648.0,18593923072.0,14588915712.0,12289.733,2541.133,0.017,14.167,java / 0%,java / 2699579392%
05-12 18:08:58,0.527,0.192,99.254,0.024,0.0,0.003,16920571904.0,457371648.0,18599686144.0,14583402496.0,12288.300,2653.467,0.0,4.267,java / 0%,java / 2699599872%
05-12 18:09:58,0.543,0.188,99.240,0.025,0.0,0.004,16918241280.0,457375744.0,18605060096.0,14580355072.0,11672.067,2474.767,0.0,4.517,java / 0%,java / 2699722752%
05-12 18:10:58,0.554,0.191,99.215,0.037,0.0,0.003,16918990848.0,457379840.0,18611208192.0,14573453312.0,12163.133,3134.383,0.0,4.233,java / 0%,java / 2699497472%
05-12 18:11:58,0.563,0.190,99.201,0.042,0.0,0.004,16920190976.0,457379840.0,18604957696.0,14578503680.0,12136.050,2751.600,0.0,4.350,java / 0%,java / 2699538432%
05-12 18:12:58,0.968,0.241,98.768,0.021,0.0,0.003,16918564864.0,457379840.0,18612633600.0,14572453888.0,11784.583,2526.117,0.0,3.367,java / 0%,java / 2699460608%
05-12 18:13:58,0.554,0.191,99.222,0.029,0.0,0.004,16920952832.0,457379840.0,18605510656.0,14577188864.0,12015.867,2701.967,0.0,5.317,java / 0%,java / 2699620352%
05-12 18:14:58,0.518,0.185,99.250,0.045,0.0,0.002,16920915968.0,457379840.0,18611412992.0,14571323392.0,11170.333,2392.067,0.0,5.483,java / 0%,java / 2699542528%
05-12 18:15:58,0.579,0.197,99.191,0.031,0.0,0.003,16919846912.0,457379840.0,18617012224.0,14566793216.0,12120.017,3193.650,0.0,4.417,java / 0%,java / 2699677696%
05-12 18:16:58,0.518,0.188,99.271,0.019,0.0,0.003,16920604672.0,457379840.0,18623176704.0,14559870976.0,11777.350,2495.683,0.0,3.300,java / 0%,java / 2699644928%
05-12 18:17:58,0.568,0.249,99.140,0.039,0.0,0.004,16919138304.0,457379840.0,18616623104.0,14567890944.0,11921.033,2757.933,0.0,4.250,java / 0%,java / 2699599872%
05-12 18:18:58,0.541,0.195,99.232,0.029,0.0,0.003,16920383488.0,457379840.0,18622525440.0,14560743424.0,10996.833,2385.600,0.0,3.900,java / 0%,java / 2700529664%
05-12 18:19:58,0.562,0.192,99.207,0.035,0.0,0.003,16918892544.0,457379840.0,18615365632.0,14569394176.0,12190.083,2501.533,0.0,4.683,java / 0%,java / 2700447744%
05-12 18:20:58,0.621,0.198,99.134,0.044,0.0,0.003,16920059904.0,457379840.0,18621476864.0,14562115584.0,12235.033,3133.217,0.0,5.033,java / 0%,java / 2700529664%
05-12 18:21:58,0.521,0.184,99.264,0.027,0.0,0.003,16922329088.0,457379840.0,18627239936.0,14554083328.0,11524.100,2494.567,0.0,3.867,java / 0%,java / 2700451840%
05-12 18:22:58,1.014,0.246,98.704,0.033,0.0,0.003,16921812992.0,457383936.0,18537054208.0,14644781056.0,12022.0,2764.150,0.033,4.017,java / 0%,java / 2699759616%
05-12 18:23:58,0.550,0.190,99.219,0.038,0.0,0.003,16919461888.0,457383936.0,18530476032.0,14653710336.0,11491.517,2476.600,0.0,8.900,java / 0%,java / 2699681792%
05-12 18:24:58,0.561,0.194,99.199,0.042,0.0,0.003,16919629824.0,457383936.0,18537320448.0,14646697984.0,12186.733,2818.900,0.0,5.467,java / 0%,java / 2699616256%
05-12 18:25:58,0.598,0.197,99.158,0.043,0.0,0.004,16919052288.0,457383936.0,18530267136.0,14654328832.0,11914.483,3162.367,0.0,4.800,java / 0%,java / 2699710464%
05-12 18:26:58,0.529,0.186,99.263,0.019,0.0,0.003,16919818240.0,457383936.0,18536030208.0,14647799808.0,11895.017,2476.050,0.0,3.233,java / 0%,java / 2699661312%
05-12 18:27:58,0.592,0.246,99.133,0.024,0.0,0.004,16918872064.0,457383936.0,18540613632.0,14644162560.0,11803.833,2764.400,0.0,3.650,java / 0%,java / 2699870208%
05-12 18:28:58,0.518,0.185,99.270,0.024,0.0,0.003,16918163456.0,457383936.0,18546642944.0,14638841856.0,11820.917,2516.533,0.0,3.983,java / 0%,java / 2699792384%
05-12 18:29:58,0.582,0.194,99.175,0.045,0.0,0.003,16919814144.0,457383936.0,18540130304.0,14643703808.0,11934.250,2739.617,0.0,5.100,java / 0%,java / 2700189696%
05-12 18:30:58,0.539,0.186,99.248,0.024,0.0,0.003,16921006080.0,457383936.0,18546118656.0,14636523520.0,12154.917,2868.583,0.0,4.533,java / 0%,java / 2699931648%
05-12 18:31:58,1.091,0.225,98.515,0.166,0.0,0.003,16919425024.0,457383936.0,18541150208.0,14643073024.0,12028.417,2766.933,0.0,14.433,java / 0%,java / 2699898880%
05-12 18:32:58,1.092,0.252,98.618,0.033,0.0,0.004,16917884928.0,457388032.0,18548760576.0,14636998656.0,12625.867,2753.900,0.0,4.283,java / 0%,java / 2699829248%
05-12 18:33:58,0.524,0.191,99.241,0.040,0.0,0.003,16918700032.0,457388032.0,18554273792.0,14630670336.0,11629.867,2489.083,0.0,5.267,java / 0%,java / 2699833344%
05-12 18:34:58,0.618,0.188,99.145,0.046,0.0,0.003,16921096192.0,457392128.0,18560045056.0,14622498816.0,11901.367,2729.617,0.0,5.450,java / 0%,java / 2700836864%
05-12 18:35:58,0.565,0.193,99.207,0.031,0.0,0.004,16920252416.0,457392128.0,18553745408.0,14629642240.0,11775.183,2874.083,0.0,3.733,java / 0%,java / 2700713984%
05-12 18:36:58,0.630,0.192,99.145,0.029,0.0,0.004,16921026560.0,457392128.0,18559651840.0,14622961664.0,11199.783,2756.133,0.0,4.133,java / 0%,java / 2699943936%
05-12 18:37:58,0.542,0.248,99.168,0.038,0.0,0.003,16920625152.0,457392128.0,18552659968.0,14630354944.0,11557.317,2496.450,0.0,4.317,java / 0%,java / 2699866112%
05-12 18:38:58,0.637,0.187,99.150,0.024,0.0,0.003,16918609920.0,457392128.0,18558820352.0,14626209792.0,11962.667,2753.233,0.0,3.250,java / 0%,java / 2699812864%
05-12 18:39:58,0.587,0.193,99.179,0.039,0.0,0.003,16920612864.0,457392128.0,18564067328.0,14618959872.0,11868.683,2767.567,0.0,5.267,java / 0%,java / 2699915264%
05-12 18:40:58,0.535,0.196,99.222,0.043,0.0,0.003,16916467712.0,457396224.0,18570076160.0,14617092096.0,11868.200,2892.050,0.0,4.550,java / 0%,java / 2699833344%
05-12 18:41:58,0.594,0.192,99.186,0.024,0.0,0.003,16916946944.0,457396224.0,18563657728.0,14623031296.0,11861.367,2726.450,0.0,3.583,java / 0%,java / 2699935744%
05-12 18:42:58,0.939,0.238,98.794,0.027,0.0,0.003,16916623360.0,457396224.0,18578878464.0,14608134144.0,11573.283,2497.300,0.0,3.883,java / 0%,java / 2699857920%
05-12 18:43:58,0.557,0.191,99.212,0.037,0.0,0.003,16917413888.0,457400320.0,18571857920.0,14614360064.0,11924.233,2753.650,0.0,5.517,java / 0%,java / 2699882496%
05-12 18:44:58,0.520,0.189,99.248,0.041,0.0,0.003,16915517440.0,457404416.0,18577752064.0,14610358272.0,11513.433,2478.183,0.0,4.950,java / 0%,java / 2699821056%
05-12 18:45:58,0.584,0.200,99.186,0.026,0.0,0.003,16915021824.0,457404416.0,18583347200.0,14605258752.0,12036.100,3128.300,0.0,4.433,java / 0%,java / 2699902976%
05-12 18:46:58,0.578,0.192,99.199,0.029,0.0,0.002,16916013056.0,457404416.0,18589114368.0,14598500352.0,11975.483,2724.367,0.0,3.833,java / 0%,java / 2699980800%
05-12 18:47:58,0.565,0.245,99.157,0.030,0.0,0.003,16915038208.0,457404416.0,18583007232.0,14605582336.0,11682.200,2489.267,0.0,4.117,java / 0%,java / 2699902976%
05-12 18:48:58,0.549,0.191,99.240,0.017,0.0,0.003,16914345984.0,457404416.0,18588651520.0,14600630272.0,11795.100,2803.533,0.0,3.083,java / 0%,java / 2700001280%
05-12 18:49:58,0.556,0.200,99.200,0.041,0.0,0.003,16914165760.0,457404416.0,18581860352.0,14607601664.0,11639.483,2470.517,0.0,5.633,java / 0%,java / 2699980800%
05-12 18:50:58,0.573,0.192,99.178,0.054,0.0,0.003,16915763200.0,457404416.0,18587848704.0,14600015872.0,11819.750,3130.383,0.0,4.967,java / 0%,java / 2700021760%
05-12 18:51:58,0.533,0.191,99.250,0.022,0.0,0.003,16914579456.0,457404416.0,18593361920.0,14595686400.0,11597.800,2530.250,0.0,3.200,java / 0%,java / 2699939840%
05-12 18:52:58,1.010,0.249,98.710,0.027,0.0,0.003,16916160512.0,457404416.0,18593304576.0,14594162688.0,11646.333,2741.0,0.0,4.300,java / 0%,java / 2700980224%
05-12 18:53:58,0.584,0.196,99.177,0.040,0.0,0.002,16916930560.0,457404416.0,18587025408.0,14599671808.0,11893.800,2760.150,0.0,5.383,java / 0%,java / 2700120064%
05-12 18:54:58,0.539,0.187,99.214,0.058,0.0,0.002,16915148800.0,457404416.0,18593067008.0,14595411968.0,11454.833,2535.567,0.0,5.550,java / 0%,java / 2699997184%
05-12 18:55:58,1.055,0.227,98.540,0.174,0.0,0.004,16915566592.0,457404416.0,18588852224.0,14599208960.0,12108.517,3169.550,0.0,15.517,java / 0%,java / 2700017664%
05-12 18:56:58,0.522,0.186,99.254,0.035,0.0,0.003,16916299776.0,457404416.0,18594881536.0,14592446464.0,11422.450,2456.350,0.0,5.200,java / 0%,java / 2699939840%
05-12 18:57:58,0.581,0.247,99.129,0.040,0.0,0.003,16915988480.0,457408512.0,18600394752.0,14587240448.0,11862.733,2752.950,0.0,4.100,java / 0%,java / 2700054528%
05-12 18:58:58,0.522,0.187,99.260,0.028,0.0,0.003,16915787776.0,457408512.0,18606034944.0,14581800960.0,10972.583,2429.350,0.0,3.700,java / 0%,java / 2699984896%
05-12 18:59:58,0.797,0.200,98.900,0.097,0.0,0.005,16916111360.0,457408512.0,18601390080.0,14586122240.0,11804.967,2756.933,0.0,9.883,java / 0%,java / 2699984896%
05-12 19:00:58,0.608,0.195,99.154,0.040,0.0,0.003,16916389888.0,457408512.0,18607255552.0,14579978240.0,11947.717,3180.400,0.0,4.967,java / 0%,java / 2700148736%
05-12 19:01:58,0.553,0.191,99.220,0.034,0.0,0.003,16914870272.0,457408512.0,18600108032.0,14588645376.0,11528.450,2434.333,0.0,4.217,java / 0%,java / 2700070912%
05-12 19:02:58,1.314,0.244,98.398,0.040,0.0,0.003,16915849216.0,457408512.0,18617393152.0,14570381312.0,11806.600,2763.267,0.0,5.083,java / 0%,java / 2700361728%
05-12 19:03:58,0.520,0.190,99.254,0.033,0.0,0.003,16915419136.0,457408512.0,18623102976.0,14565101568.0,11415.600,2455.017,0.0,4.833,java / 0%,java / 2700283904%
05-12 19:04:58,0.540,0.185,99.228,0.044,0.0,0.003,16915939328.0,457408512.0,18629001216.0,14558683136.0,11851.200,2766.767,0.0,5.133,java / 0%,java / 2700161024%
05-12 19:05:58,0.576,0.196,99.187,0.038,0.0,0.003,16915607552.0,457408512.0,18622410752.0,14565605376.0,11740.083,2879.700,0.0,4.517,java / 0%,java / 2700083200%
05-12 19:06:58,0.527,0.189,99.250,0.031,0.0,0.004,16915402752.0,457408512.0,18628456448.0,14559764480.0,11771.800,2766.117,0.0,3.400,java / 0%,java / 2700189696%
05-12 19:07:58,0.544,0.240,99.184,0.029,0.0,0.003,16916070400.0,457408512.0,18634219520.0,14553333760.0,10213.117,2226.833,0.0,3.267,java / 0%,java / 2700271616%
05-12 19:08:58,0.539,0.187,99.236,0.035,0.0,0.003,16917442560.0,457408512.0,18639986688.0,14546194432.0,11562.267,2472.867,0.0,3.917,java / 0%,java / 2700189696%
05-12 19:09:58,0.538,0.189,99.235,0.035,0.0,0.003,16917630976.0,457412608.0,18633273344.0,14552715264.0,11712.800,2767.783,0.0,4.983,java / 0%,java / 2700304384%
05-12 19:10:58,0.552,0.193,99.224,0.027,0.0,0.004,16916668416.0,457412608.0,18639511552.0,14547439616.0,11773.050,2886.567,0.0,4.600,java / 0%,java / 2700234752%
05-12 19:11:58,0.573,0.193,99.194,0.036,0.0,0.003,16917692416.0,457412608.0,18623860736.0,14562066432.0,11729.017,2771.550,0.0,4.833,java / 0%,java / 2700242944%
05-12 19:12:58,1.051,0.240,98.643,0.063,0.0,0.003,16918577152.0,457412608.0,18633338880.0,14551703552.0,11650.383,2520.850,0.0,6.833,java / 0%,java / 2700156928%
05-12 19:13:58,0.546,0.191,99.228,0.031,0.0,0.003,16917180416.0,457412608.0,18639376384.0,14547062784.0,11636.433,2753.517,0.0,4.167,java / 0%,java / 2700156928%
05-12 19:14:58,0.573,0.187,99.198,0.040,0.0,0.003,16917012480.0,457412608.0,18635341824.0,14551265280.0,12037.717,2762.867,0.0,5.650,java / 0%,java / 2700242944%
05-12 19:15:58,0.564,0.201,99.195,0.036,0.0,0.003,16916963328.0,457412608.0,18628296704.0,14558359552.0,11476.483,2868.833,0.0,5.217,java / 0%,java / 2700161024%
05-12 19:16:58,0.530,0.189,99.255,0.023,0.0,0.003,16916881408.0,457412608.0,18634452992.0,14552285184.0,12160.450,2754.500,0.0,3.200,java / 0%,java / 2700271616%
05-12 19:17:58,0.574,0.247,99.146,0.030,0.0,0.003,16916234240.0,457412608.0,18627780608.0,14559604736.0,11370.217,2514.517,0.0,3.900,java / 0%,java / 2700193792%
05-12 19:18:58,0.541,0.193,99.231,0.031,0.0,0.004,16915550208.0,457416704.0,18633564160.0,14554501120.0,11898.633,2720.200,0.0,3.900,java / 0%,java / 2700275712%
05-12 19:19:58,0.526,0.193,99.238,0.040,0.0,0.003,16915496960.0,457416704.0,18639450112.0,14548668416.0,11483.617,2491.583,0.0,5.533,java / 0%,java / 2700189696%
05-12 19:20:58,0.628,0.191,99.145,0.032,0.0,0.004,16917069824.0,457416704.0,18645602304.0,14540943360.0,11883.467,3199.133,0.0,3.817,java / 0%,java / 2700165120%
05-12 19:21:58,0.562,0.191,99.213,0.031,0.0,0.003,16918487040.0,457420800.0,18638348288.0,14546776064.0,11827.050,2761.017,0.0,4.017,java / 0%,java / 2700275712%
05-12 19:22:58,1.258,0.262,98.368,0.109,0.0,0.003,16916828160.0,457420800.0,18647044096.0,14539739136.0,11382.617,2493.900,0.0,11.633,java / 0%,java / 2700193792%
05-12 19:23:58,0.755,0.206,98.948,0.088,0.0,0.003,16916258816.0,457420800.0,18641391616.0,14545960960.0,11872.250,2780.533,0.0,9.700,java / 0%,java / 2700529664%
05-12 19:24:58,0.529,0.187,99.235,0.047,0.0,0.002,16916279296.0,457420800.0,18648371200.0,14538960896.0,11491.333,2535.933,0.0,6.267,java / 0%,java / 2700263424%
05-12 19:25:58,0.571,0.201,99.185,0.040,0.0,0.003,16917774336.0,457420800.0,18654478336.0,14531358720.0,11144.667,3120.900,0.0,6.500,java / 0%,java / 2700484608%
05-12 19:26:58,0.531,0.183,99.252,0.031,0.0,0.003,16917602304.0,457420800.0,18659983360.0,14526025728.0,11466.233,2488.350,0.0,3.500,java / 0%,java / 2700423168%
05-12 19:27:58,0.573,0.252,99.150,0.022,0.0,0.004,16917614592.0,457424896.0,18651918336.0,14534074368.0,11837.467,2732.850,0.0,3.833,java / 0%,java / 2700333056%
05-12 19:28:58,0.531,0.191,99.248,0.026,0.0,0.003,16916828160.0,457424896.0,18657816576.0,14528962560.0,11763.850,2780.583,0.0,3.817,java / 0%,java / 2700738560%
05-12 19:29:58,0.551,0.193,99.209,0.045,0.0,0.003,16916762624.0,457424896.0,18651414528.0,14535430144.0,11619.817,2522.017,0.0,5.050,java / 0%,java / 2700455936%
05-12 19:30:58,0.578,0.194,99.204,0.019,0.0,0.003,16915845120.0,457428992.0,18657685504.0,14530072576.0,11947.700,3237.417,0.0,4.550,java / 0%,java / 2700656640%
